# id         Nep   period     totamp   A1      A2      A3      phi1     phi2     phi3     phi21     phi31    meanmag   cost     costN           aper   phcov   phcov2   snr     Npt   order   minmax   OGLEID     Imean_ogle   Vmean_ogle   VmI
  lmc19554   439   0.32567    0.281    0.136   0.025   0.007   0.018    -3.114   0.3      9.4159    6.5289   18.946    0.4405   0.0010034168    1      0.986   0.987    120.4   439   3       0.501    lmc19554   18.938       19.406       0.460001      
  lmc19556   709   0.294402   0.305    0.151   0.029   0.013   -0.005   -2.965   0.029    9.6109    6.3266   19.028    1.0174   0.0014349789    1      0.99    0.991    128.2   709   4       0.623    lmc19556   19.018       19.431       0.40299988    
  lmc19568   685   0.316127   0.311    0.158   0.025   0.015   -0.013   -3.102   0.056    9.4906    6.3789   18.93     0.6765   9.875912E-4     1      0.991   0.989    168.3   685   5       0.575    lmc19568   18.918       19.372       0.44199944    
  lmc19571   656   0.331207   0.334    0.169   0.034   0.018   -0.006   -3.091   -0.516   9.4877    5.7863   19.039    0.7964   0.0012140244    1      0.991   0.991    154.2   656   4       0.61     lmc19571   19.026       19.562       0.5230007     
  lmc19573   706   0.326458   0.326    0.169   0.021   0.017   -0.027   -3.122   0.37     9.4989    6.7357   19.043    0.7721   0.001093626     1      0.99    0.992    166.6   706   5       0.577    lmc19573   19.031       19.5         0.45700073    
  lmc19594   705   0.358716   0.253    0.124   0.019   0.011   -0.005   -2.774   0.932    9.8029    7.2305   18.799    0.632    8.964539E-4     1      0.99    0.992    148.8   705   3       0.471    lmc19594   18.791       19.268       0.46899986    
  lmc19598   645   0.306528   0.282    0.154   0.021   0.014   -0.01    -3.058   0.032    9.5279    6.3454   19.249    0.9476   0.0014691473    1      0.99    0.99     113.6   645   4       0.604    lmc19598   19.24        19.861       0.6119995     
  lmc19603   708   0.35853    0.265    0.13    0.017   0.008   -0.012   -2.794   0.597    9.7968    6.9172   18.742    0.6164   8.706215E-4     1      0.988   0.99     160.4   708   3       0.47     lmc19603   18.737       19.232       0.48999977    
  lmc19607   715   0.337999   0.32     0.161   0.036   0.018   -0.025   -3.004   0.07     9.612     6.4276   19.203    1.2151   0.0016994406    1      0.992   0.991    121.9   715   5       0.728    lmc19607   19.187       19.805       0.6020012     
  lmc19612   641   0.324009   0.261    0.127   0.015   0.003   -0.021   -2.456   0.091    10.1527   6.4371   18.812    0.7357   0.001147738     1      0.991   0.991    123.9   641   4       0.483    lmc19612   18.802       19.216       0.40399933    
  lmc19619   682   0.341278   0.268    0.139   0.018   0.016   -0.033   -2.961   0.35     9.6713    6.7317   18.938    0.7086   0.0010390029    1      0.99    0.989    137.7   682   4       0.577    lmc19619   18.926       19.403       0.46500015    
  lmc19620   715   0.269845   0.229    0.111   0.022   0.008   -0.007   2.704    -1.754   9.0011    4.5501   19.213    1.443    0.0020181818    1      0.991   0.991    76.7    715   3       0.685    lmc19620   19.203       19.754       0.54100037    
  lmc19624   661   0.446495   0.146    0.064   0.001   0.004   0.073    -0.569   1.311    5.5683    7.3751   18.619    1.1309   0.0017108927    1      0.99    0.989    54.3    661   3       0.428    lmc19624   18.609       19.128       0.5090008     
  lmc19626   678   0.301422   0.313    0.149   0.033   0.003   0.033    2.928    1.83     9.1462    8.0159   19.855    1.8417   0.0027163716    1      0.989   0.989    85.8    678   3       0.73     lmc19626   19.834       20.428       0.57299995    
  lmc19628   659   0.318504   0.357    0.17    0.028   0.015   -0.01    -3.037   -0.02    9.5502    6.2939   18.984    0.6806   0.0010327769    1      0.989   0.991    185.1   659   3       0.628    lmc19628   18.973       19.393       0.4090004     
  lmc19640   715   0.281794   0.291    0.145   0.034   0.009   0.009    3.122    -0.326   9.3874    5.9315   19.092    0.8962   0.0012534265    1      0.992   0.99     136.8   715   4       0.652    lmc19640   19.079       19.48        0.3880005     
  lmc19654   703   0.270092   0.258    0.125   0.027   0.009   0.008    -3.124   -0.134   9.4268    6.1252   19.232    0.983    0.001398293     1      0.991   0.991    114.1   703   3       0.574    lmc19654   19.218       19.684       0.45199966    
  lmc19655   685   0.31694    0.347    0.165   0.04    0.022   0.004    3.121    -0.315   9.3956    5.9553   19.268    1.0745   0.0015686131    1      0.988   0.991    138.5   685   5       0.647    lmc19655   19.25        19.88        0.6119995     
  lmc19656   669   0.354634   0.287    0.141   0.016   0.008   0.009    -2.637   0.917    9.9122    7.1746   19.008    0.7207   0.0010772796    1      0.992   0.988    143.7   669   4       0.491    lmc19656   19.004       19.457       0.4490013     
  lmc19676   705   0.278403   0.295    0.147   0.035   0.017   0.001    -3.127   -0.359   9.4378    5.9218   19.054    0.8      0.0011347518    1      0.985   0.99     148.9   705   5       0.569    lmc19676   19.046       19.487       0.43299866    
  lmc19677   702   0.360194   0.256    0.126   0.014   0.007   -0.007   -2.627   1.099    9.9542    7.404    19.106    0.8901   0.0012679488    1      0.992   0.99     119.8   702   3       0.558    lmc19677   19.095       19.721       0.6149998     
  lmc19679   663   0.289051   0.209    0.101   0.017   0.008   0.005    3.009    -0.357   9.2824    5.9122   18.931    0.5106   7.701357E-4     1      0.99    0.99     129.1   663   3       0.433    lmc19679   18.926       19.325       0.394001      
  lmc19688   707   0.275827   0.28     0.128   0.038   0.008   0.027    3.065    0.079    9.2935    6.2802   18.973    0.8641   0.0012222065    1      0.99    0.991    135.4   707   5       0.608    lmc19688   18.964       19.428       0.45499992    
  lmc19698   704   0.351129   0.284    0.134   0.013   0.007   -0.035   -2.268   0.339    10.3682   6.7273   19.188    1.0542   0.0014974433    1      0.992   0.989    119.1   704   3       0.556    lmc19698   19.176       19.92        0.73200035    
  lmc19708   709   0.30534    0.312    0.149   0.033   0.009   0.026    -3.042   -0.595   9.4724    5.6107   18.922    1.2846   0.0018118477    1      0.992   0.992    114.2   709   3       0.616    lmc19708   18.906       19.346       0.4239998     
  lmc19712   649   0.335393   0.28     0.137   0.013   0.01    0.013    -2.936   0.375    9.6039    6.6187   18.874    0.7112   0.0010958398    1      0.99    0.987    138.3   649   4       0.529    lmc19712   18.866       19.302       0.4279995     
  lmc19720   659   0.301664   0.142    0.06    0.014   0.004   0.012    -2.82    0.019    9.7226    6.266    18.861    0.6691   0.0010153262    1      0.99    0.988    75.1    659   3       0.374    lmc19720   18.853       19.207       0.34600067    
  lmc19728   646   0.294745   0.353    0.166   0.041   0.011   -0.018   -3.061   -0.272   9.5405    6.0641   19.077    0.8448   0.0013077399    1      0.989   0.988    153.7   646   5       0.642    lmc19728   19.065       19.431       0.3540001     
  lmc19731   701   0.294306   0.157    0.075   0.012   0.003   0.086    -3.128   0.562    9.2658    6.5872   18.754    0.6415   9.151212E-4     1      0.992   0.992    91.0    701   3       0.428    lmc19731   18.749       19.082       0.32800102    
  lmc19739   101   0.271108   0.264    0.088   0.033   0.006   0.072    -2.243   2.634    10.18     8.7016   19.154    0.1824   0.0018059406    1      0.944   0.948    40.1    101   4       0.411    lmc19739   19.146       ""           ""            
  lmc19741   182   0.307914   0.116    0.054   0.011   0.005   -0.019   2.767    -0.628   9.0882    5.7125   17.911    0.0629   3.4560438E-4    1      0.961   0.962    60.1    182   3       0.196    lmc19741   17.911       18.623       0.7119999     
  lmc19743   637   0.351791   0.163    0.061   0.01    0.009   -0.038   3.067    -1.632   9.4257    4.7642   19.59     1.376    0.0021601256    1      0.991   0.986    51.3    637   3       0.436    lmc19743   19.58        19.89        0.29999924    
  lmc19747   514   0.432724   0.279    0.133   0.02    0.007   -0.023   -2.135   0.859    10.4773   7.2109   18.736    0.496    9.649805E-4     1      0.987   0.987    132.5   514   4       0.466    lmc19747   18.73        19.319       0.5830002     
  lmc19751   654   0.334148   0.322    0.158   0.032   0.005   0.016    2.971    0.013    9.2212    6.2471   19.129    0.7718   0.0011801223    1      0.989   0.987    151.0   654   4       0.603    lmc19751   19.116       19.71        0.5809994     
  lmc19753   78    0.292998   0.336    0.157   0.041   0.001   -0.012   -2.36    2.616    10.23     8.9351   19.073    0.1386   0.0017769232    1      0.947   0.943    41.8    78    3       0.631    lmc19753   19.06        ""           ""            
  lmc19756   73    0.333569   0.278    0.124   0.026   0.033   -0.055   -2.185   0.18     10.4921   6.6291   18.905    0.0932   0.0012767123    1      0.911   0.894    43.2    73    3       0.443    lmc19756   18.892       ""           ""            
  lmc19758   681   0.322249   0.295    0.149   0.028   0.008   0.021    -3.101   0.3      9.4234    6.5204   18.818    0.862    0.0012657855    1      0.988   0.989    132.4   681   4       0.538    lmc19758   18.808       19.23        0.41199875    
  lmc19764   645   0.339805   0.214    0.109   0.014   0.008   -0.006   3.077    0.688    9.3709    6.9877   18.718    0.4432   6.871318E-4     1      0.989   0.989    140.1   645   3       0.404    lmc19764   18.713       19.198       0.47999954    
  lmc19765   685   0.271463   0.245    0.125   0.022   0.005   -0.002   2.45     -0.105   8.7378    6.1853   19.224    1.4534   0.002121752     1      0.99    0.988    79.0    685   5       0.612    lmc19765   19.205       19.689       0.46499825    
  lmc19772   682   0.304161   0.306    0.16    0.031   0.025   -0.005   -3.05    -0.215   9.5256    6.0824   19.108    0.9025   0.0013233138    1      0.99    0.991    134.6   682   5       0.598    lmc19772   19.094       19.57        0.4619999     
  lmc19778   657   0.31343    0.31     0.156   0.025   0.013   -0.03    3.093    -0.345   9.4355    6.0276   19.016    0.7641   0.0011630137    1      0.989   0.99     147.7   657   5       0.57     lmc19778   19.007       19.471       0.45499992    
  lmc19781   579   0.372886   0.276    0.135   0.012   0.007   -0.002   -2.949   0.438    9.6209    6.727    18.836    0.6244   0.0010784111    1      0.99    0.989    130.2   579   5       0.518    lmc19781   18.828       19.241       0.40499878    
  lmc19788   384   0.331285   0.333    0.156   0.034   0.01    0.016    3.1      -0.257   9.3523    5.9794   18.824    0.4208   0.0010958334    1      0.987   0.982    122.6   384   4       0.706    lmc19788   18.807       19.234       0.40999985    
  lmc19790   492   0.307449   0.242    0.111   0.021   0.012   -0.058   2.91     -0.654   9.3083    5.8024   18.794    0.8845   0.0017977643    1      0.987   0.983    72.7    492   3       0.462    lmc19790   18.788       19.126       0.33199883    
  lmc19800   712   0.322827   0.28     0.139   0.021   0.007   -0.007   -2.827   0.6      9.7528    6.9033   19.04     0.8882   0.0012474719    1      0.993   0.987    132.1   712   3       0.583    lmc19800   19.032       19.502       0.4619999     
  lmc19809   656   0.390027   0.304    0.158   0.014   0.01    -0.001   -2.842   0.564    9.727     6.8505   18.766    0.8354   0.0012734756    1      0.991   0.988    133.7   656   5       0.555    lmc19809   18.753       19.234       0.4679985     
  lmc19813   704   0.292471   0.151    0.067   0.004   0.005   -0.027   3.032    -0.552   9.3696    5.8126   18.976    0.7594   0.0010786932    1      0.993   0.989    79.1    704   5       0.386    lmc19813   18.969       19.352       0.37599945    
  lmc19814   711   0.355878   0.29     0.145   0.024   0.011   -0.017   2.985    -0.212   9.3025    6.1221   18.748    0.6508   9.153305E-4     1      0.988   0.989    171.7   711   3       0.497    lmc19814   18.74        19.28        0.5320015     
  lmc19820   704   0.281795   0.197    0.09    0.007   0.01    -0.014   2.599    -1.587   8.9107    4.7391   19.414    1.4707   0.0020890625    1      0.99    0.991    65.0    704   3       0.721    lmc19820   19.4         19.982       0.5680008     
  lmc19826   714   0.310865   0.291    0.149   0.027   0.01    0.004    -3.075   -0.482   9.4829    5.7889   18.818    0.6591   9.2310924E-4    1      0.992   0.991    166.8   714   5       0.538    lmc19826   18.805       19.192       0.37399864    
  lmc19829   660   0.35321    0.071    0.03    0.003   0.001   -0.022   0.062    0.634    6.3888    6.9831   18.675    0.4467   6.768182E-4     1      0.987   0.991    47.3    660   4       0.272    lmc19829   18.671       18.992       0.31700134    
  lmc19830   656   0.324771   0.292    0.152   0.025   0.015   0.011    2.983    0.311    9.2441    6.5617   18.912    0.5911   9.0106705E-4    1      0.989   0.989    164.5   656   4       0.526    lmc19830   18.902       19.334       0.42199898    
  lmc19832   600   0.319056   0.286    0.146   0.022   0.019   0.002    2.406    0.378    8.685     6.6557   18.512    1.5152   0.0025253333    1      0.986   0.989    76.4    600   3       0.794    lmc19832   18.49        18.942       0.4300003     
  lmc19846   81    0.338432   0.308    0.144   0.023   0.002   0.062    2.891    -0.464   9.0491    5.6322   19.202    0.113    0.0013950617    1      0.936   0.939    45.8    81    3       0.472    lmc19846   19.186       ""           ""            
  lmc19854   690   0.364603   0.132    0.058   0.006   0.005   0.005    -1.558   1.246    10.9988   7.514    18.715    0.8925   0.0012934782    1      0.989   0.989    61.2    690   5       0.377    lmc19854   18.707       19.207       0.49200058    
  lmc19855   706   0.347745   0.265    0.137   0.012   0.012   0.041    -2.855   0.754    9.6297    6.9152   18.894    0.7391   0.0010468839    1      0.991   0.991    140.9   706   4       0.467    lmc19855   18.883       19.341       0.4470005     
  lmc19862   707   0.225233   0.274    0.13    0.018   0.012   0.056    2.594    -0.039   8.7653    6.0767   19.586    1.7051   0.00241174      1      0.992   0.989    81.4    707   4       0.734    lmc19862   19.569       19.987       0.40099907    
